1,12152,10980,-3156,-1584,-417,99
2,5368,14160,7648,-1408,-333,165
3,-1412,15280,5032,3712,501,561
4,-2152,13820,8260,-1872,468,179
5,-2460,14328,8796,-2144,-422,575
6,-1972,15124,6988,-1632,33,212
0,-1264,15972,7980,178,190,-99
1,12368,11124,-3724,-1552,-477,58
2,5140,14436,7284,-1392,-235,266
3,-1372,15656,4064,3664,535,594
4,-2416,13816,8452,-1856,398,80
5,-2512,14232,9236,-2176,-263,488
6,-2368,15080,7184,-1632,91,15
0,-1384,16056,7916,81,36,-169
1,12096,10916,-3796,-1568,-621,184
2,4848,14536,6796,-1392,-630,52
3,-1632,15480,4476,3776,398,279
4,-2276,13888,8396,-1856,344,-34
5,-2536,14448,8892,-2176,-88,218
6,-2564,15132,6936,-1648,123,-300
0,-1256,15936,7740,-18,-177,-131
1,11944,11124,-3808,-1536,-688,17
2,4892,14172,7876,-1440,-496,-113
3,-1828,15516,4380,3696,366,153
4,-2288,13896,8272,-1872,331,-224
5,-2640,14456,8824,-2176,-251,115
6,-2324,15212,7016,-1632,-6,-280
0,-1196,15932,7848,52,-270,-92
1,12116,11104,-3424,-1552,-776,-115
2,5292,14428,7392,-1392,-457,-212
3,-1488,15460,4808,3728,410,167
4,-2184,13828,8188,-1888,313,-207
5,-2476,14516,8936,-2144,-184,192
6,-2088,15220,7300,-1648,76,-230
0,-1220,16024,8056,120,-186,-88
1,12384,11096,-3624,-1568,-804,-207
2,5440,14176,7932,-1408,-539,-107
3,-1404,15564,4752,3760,482,221
4,-2112,13912,8404,-1904,360,-97
5,-2684,14524,8796,-2176,-310,288
6,-1912,15352,7040,-1664,1,-32
0,-1100,16104,8204,104,-137,-137
1,12552,11152,-3272,-1584,-877,-274
2,5228,14236,7752,-1424,-420,-70
3,-1464,15560,4792,3776,407,408
4,-2236,13732,8432,-1856,378,20
5,-2640,14392,9036,-2160,-404,432
6,-2304,15176,7404,-1648,53,46
0,-1140,16000,8144,72,4,-171
1,12444,10984,-3088,-1536,-736,-9
2,5368,14332,7732,-1408,-412,123
3,-1448,15684,4536,3616,445,407
4,-2120,13880,8400,-1856,473,53
5,-2452,14344,9320,-2176,-253,456
6,-2252,15432,7000,-1664,9,7
0,-1204,15996,8284,86,60,-192
1,12428,11072,-3076,-1568,-377,253
2,4844,14448,7536,-1392,-503,197
3,-1712,15680,4416,3696,214,393
4,-2376,13860,8336,-1888,472,118
5,-2792,14432,8940,-2192,-337,389
6,-2344,15244,6952,-1616,-228,-82
0,-1328,16064,8060,-47,113,-135
1,12108,11168,-3572,-1552,-536,284
2,5184,14368,7496,-1408,-708,148
3,-1636,15584,4556,3696,123,392
4,-2484,13876,8368,-1872,484,104
5,-2780,14448,9120,-2128,-452,334
6,-2568,15160,7172,-1632,-281,-123
0,-1296,15928,8044,-34,-37,-132
1,12228,11004,-3160,-1552,-578,163
2,4928,14052,7904,-1408,-620,91
3,-1896,15352,4932,3728,209,383
4,-2216,13724,8216,-1888,469,16
5,-2936,14536,9192,-2160,-346,245
6,-2460,14960,7444,-1648,-163,-155
0,-1176,15888,8024,61,-41,-44
1,12372,11032,-3148,-1520,-373,123
2,5004,14108,7940,-1408,-416,61
3,-1840,15280,5116,3712,344,349
4,-2268,13808,8268,-1872,458,-3
5,-2408,14000,9672,-2176,-205,313
6,-2108,15044,7676,-1632,26,-156
0,-1392,15916,7924,287,-21,-24
1,12168,11136,-3484,-1552,-305,28
2,5292,14304,7748,-1392,-222,-5
3,-1440,15480,5060,3648,611,338
4,-2408,13852,8244,-1872,473,-63
5,-2456,14340,8824,-2176,-181,434
6,-2060,15096,7572,-1680,479,84
0,-1220,16072,8056,329,-20,-40
1,12164,11084,-3332,-1552,-507,-120
2,5176,14364,7528,-1424,-323,-61
3,-1556,15684,4452,3664,748,340
4,-2184,14052,8352,-1888,472,-112
5,-2708,14504,9108,-2160,-18,351
6,-2396,15496,6856,-1648,312,-153
0,-1196,16068,8008,306,-86,-74
1,12408,11080,-3484,-1536,-323,-79
2,5208,14316,7688,-1408,-172,-24
3,-1580,15488,4796,3648,621,290
4,-2228,13932,8376,-1888,480,-94
5,-2588,14460,8744,-2176,-72,337
6,-2204,15256,7164,-1664,335,-28
0,-1160,16112,8004,244,-84,-69
1,12344,11192,-3624,-1536,-379,-91
2,5312,14436,7536,-1376,-202,-23
3,-1380,15700,4564,3664,823,312
4,-2328,13948,8424,-1856,474,-23
5,-2552,14376,9176,-2160,-212,462
6,-2112,15296,7132,-1632,195,21
0,-1244,16052,8036,224,-72,-113
1,12508,11208,-3568,-1536,-597,-82
2,5280,14472,7372,-1392,-289,20
3,-1484,15744,4356,3664,540,291
4,-2184,14032,8344,-1904,465,-54
5,-2708,14488,8896,-2160,-138,381
6,-2600,15236,6964,-1648,224,-111
0,-1300,16076,8032,231,-94,-146
1,11928,11144,-3248,-1552,-665,-55
2,4856,14488,7384,-1424,-485,-39
3,-1780,15684,4308,3728,495,274
4,-2140,13912,8220,-1872,463,-79
5,-2792,14748,8688,-2160,-278,295
6,-2884,15476,6556,-1648,-116,-117
0,-1172,16044,7960,55,-138,-91
1,12232,11108,-3360,-1552,-618,-40
2,4856,14340,7444,-1376,-503,-60
3,-1664,15644,4232,3600,149,365
4,-2220,13956,8180,-1856,470,-76
5,-2760,14412,9060,-2160,-174,155
6,-2400,15056,7428,-1632,-153,-352
0,-1336,15920,7872,86,-120,-31
1,12148,11128,-3432,-1520,-487,-35
2,5284,14256,7792,-1376,-636,-92
3,-1720,15292,5044,3648,279,249
4,-2260,13920,8212,-1888,459,-43
5,-2712,14404,8956,-2144,-282,248
6,-2524,15120,7232,-1632,-9,-111
0,-1232,15888,8028,142,-103,-4
1,12048,10932,-2700,-1536,-470,-80
2,4892,14024,8096,-1424,-255,47
3,-1588,15444,4724,3760,523,450
4,-2028,13896,8352,-1888,472,-25
5,-2712,14388,9112,-2160,-381,503
6,-2184,15088,7264,-1632,93,123
0,-1116,15916,8108,168,135,16
1,12724,10968,-2788,-1552,85,284
2,5164,14304,7544,-1424,-204,164
3,-1624,15456,4672,3664,545,547
4,-2288,13784,8268,-1856,468,119
5,-2548,14464,8892,-2160,-34,595
6,-2216,15196,7252,-1648,129,81
0,-1352,16088,8064,244,262,9
1,12100,11184,-3612,-1504,-1,360
2,5132,14220,7784,-1408,-220,248
3,-1472,15440,4816,3600,665,473
4,-2320,13832,8424,-1872,468,113
5,-2468,14356,9116,-2160,-298,662
6,-2228,15280,6984,-1632,156,200
0,-1308,16008,7880,94,126,4
1,12152,11088,-3812,-1536,-251,160
2,5016,14332,7344,-1392,-295,103
3,-1612,15600,4268,3616,492,438
4,-2364,13788,8284,-1904,425,-22
5,-2704,14204,9152,-2128,-146,366
6,-2536,15048,7288,-1648,160,-141
0,-1292,15996,7912,143,-99,-4
1,12000,11096,-3808,-1552,-429,34
2,4940,14348,7516,-1392,-422,-55
3,-1804,15412,4656,3600,472,204
4,-2120,13872,8300,-1888,455,-123
5,-2684,14476,8896,-2160,-234,270
6,-2668,15184,6828,-1664,123,-179
0,-1056,15876,8008,63,-183,61
1,12136,10920,-3172,-1552,-383,-95
2,4768,14196,7596,-1376,-325,-92
3,-1568,15448,4252,3712,445,317
4,-2100,13744,8180,-1904,430,-76
5,-2808,14412,8932,-2160,-314,283
6,-2440,15184,6948,-1632,-9,-132
0,-1088,15864,7872,139,-22,123
1,12308,11000,-3248,-1568,-279,83
2,5380,14100,7464,-1360,-315,101
3,-1448,15412,4412,3776,276,379
4,-2180,13800,8124,-1872,422,32
