1,5044,11536,8404,-1392,-828,110
2,2000,-16248,2252,-1200,-842,114
3,-1628,-15212,6260,3792,92,572
4,908,15896,3424,-2208,226,-130
5,-6360,-14444,6356,-1776,-257,591
6,-1608,-15116,7344,-1248,-209,24
0,-564,16564,1716,-182,-123,-244
1,5180,11932,8520,-1392,-716,116
2,2004,-16336,2088,-1216,-786,99
3,-1576,-15208,6308,3792,147,598
4,824,15988,3664,-2208,125,14
5,-6204,-14336,6256,-1792,-166,646
6,-1840,-14876,7124,-1248,-209,185
0,-520,16416,1748,-202,-126,-352
1,5124,11368,8596,-1392,-673,78
2,2064,-16392,2064,-1216,-751,13
3,-1808,-15412,6216,3888,291,527
4,992,15860,3212,-2192,230,-69
5,-6288,-14364,6280,-1760,-149,520
6,-1736,-15040,7028,-1232,-89,200
0,-628,16452,1792,-74,-58,-305
1,5108,11356,8580,-1440,-552,156
2,1964,-16260,2064,-1200,-578,-24
3,-1752,-15228,6136,3712,383,468
4,944,15760,3312,-2192,187,77
5,-6392,-14308,6308,-1792,-99,450
6,-1924,-14892,6864,-1248,-2,120
0,-572,16484,1820,-54,-66,-315
1,5064,11548,8420,-1376,-652,123
2,1964,-16124,2116,-1200,-725,-50
3,-1676,-14996,6152,3792,193,463
4,800,15896,4020,-2208,130,70
5,-6344,-14248,6240,-1776,-226,525
6,-1616,-14824,6932,-1248,-260,88
0,-696,16600,1932,-228,-70,-373
1,5072,11588,8372,-1408,-820,58
2,2156,-16164,2192,-1200,-916,45
3,-1576,-15128,6132,3776,65,587
4,824,15800,3716,-2160,55,-14
5,-6288,-14312,5892,-1808,-208,752
6,-1584,-14888,6832,-1248,-300,227
0,-700,16520,2040,-285,-272,-345
1,5172,11484,8584,-1408,-870,-5
2,2012,-16392,1988,-1232,-919,134
3,-1740,-15404,6104,3728,65,708
4,668,15840,3664,-2208,64,-174
5,-6504,-14376,6096,-1792,-160,826
6,-2000,-15124,6884,-1216,-287,301
0,-708,16464,2028,-252,-226,-337
1,5320,11296,8648,-1376,-856,106
2,1940,-16344,1664,-1216,-848,28
3,-1988,-15444,5912,3872,177,557
4,780,15740,3492,-2160,125,27
5,-6652,-14268,6172,-1792,-192,656
6,-1912,-15200,6632,-1232,-186,192
0,-728,16392,2168,-176,-46,-319
1,5344,11280,8836,-1408,-735,194
2,2132,-16308,1712,-1152,-698,-79
3,-1828,-15452,5952,3776,289,397
4,604,15892,3700,-2160,186,64
5,-6652,-14296,6232,-1808,-104,582
6,-1812,-15000,6752,-1232,-49,224
0,-848,16468,1988,-102,-151,-308
1,5200,11464,8752,-1424,-733,59
2,2048,-16552,2020,-1232,-517,47
3,-1804,-15588,6104,3776,545,477
4,600,15704,3592,-2208,191,-188
5,-6596,-14200,6036,-1792,107,671
6,-1796,-15004,6684,-1216,184,456
0,-808,16484,2104,46,-241,-295
1,5292,11352,8700,-1424,-704,-27
2,1984,-16320,1716,-1200,-457,113
3,-1900,-15124,6072,3888,571,550
4,744,15864,4268,-2208,250,-22
5,-6488,-14120,6292,-1776,62,693
6,-1980,-14736,6688,-1248,-39,348
0,-692,16748,2084,-191,-193,-346
1,5076,11408,8584,-1408,-829,42
2,1928,-16296,1844,-1216,-733,-50
3,-1936,-15244,6076,3792,243,499
4,588,15836,3956,-2192,6,-35
5,-6644,-14204,6252,-1776,-162,695
6,-2112,-15156,6800,-1264,-197,278
0,-812,16384,2016,-338,-164,-335
1,5272,11276,8736,-1424,-741,-53
2,1968,-16352,1656,-1216,-713,11
3,-1780,-15216,5800,3776,252,621
4,596,15672,3432,-2208,148,-60
5,-6604,-14164,6060,-1728,-172,702
6,-1736,-14860,6548,-1200,-252,295
0,-924,16564,2172,-210,-174,-271
1,5212,11124,8752,-1376,-683,25
2,1856,-16216,1632,-1168,-801,60
3,-2056,-15232,5900,3792,136,654
4,812,15828,3872,-2192,3,-166
5,-6708,-14068,6204,-1792,-362,635
6,-2432,-15072,6680,-1248,-327,144
0,-852,16540,2196,-279,-79,-172
1,5344,11096,8928,-1408,-641,-2
2,1912,-16232,1364,-1200,-766,-5
3,-2048,-15396,5776,3840,141,487
4,460,15816,3800,-2208,106,-121
5,-6832,-14220,6168,-1760,-369,567
6,-2000,-15208,6548,-1248,-267,100
0,-840,16432,2160,-157,-31,-143
1,5580,11148,8992,-1376,-485,105
2,1876,-16544,1400,-1184,-629,-45
3,-2104,-15544,5720,3792,224,421
4,452,15836,3880,-2192,253,134
5,-6816,-14200,6188,-1824,-339,419
6,-2140,-15016,6468,-1232,-180,-34
0,-924,16508,2344,-94,84,-170
1,5408,11184,8900,-1376,-433,181
2,1976,-16424,1504,-1216,-579,-103
3,-1936,-15576,5932,3712,277,339
4,432,15780,4168,-2192,260,46
5,-6716,-14136,5956,-1776,-291,409
6,-2072,-15084,6588,-1232,-121,-3
0,-1032,16456,2292,-108,-24,-159
1,5232,11200,8696,-1392,-496,99
2,2112,-16168,1612,-1216,-636,82
3,-1800,-15336,5776,3792,247,501
4,588,15720,4156,-2192,248,-57
5,-6832,-14304,5972,-1760,-262,548
6,-1944,-15224,6576,-1232,-150,84
0,-1020,16448,2340,-61,-177,-12
1,5424,11208,8860,-1408,-421,-79
2,2008,-16456,1592,-1168,-465,271
3,-1904,-15584,5720,3872,388,579
4,524,15668,3676,-2208,378,-289
5,-6772,-14220,6116,-1824,-189,520
6,-2128,-15008,6384,-1232,-32,31
0,-692,16588,2428,72,-137,-31
1,5580,11128,8832,-1376,-496,87
2,1964,-16324,1520,-1168,-561,95
3,-2168,-15304,5720,3824,269,394
4,836,15964,4200,-2208,297,97
5,-6732,-14096,6264,-1776,-404,326
6,-2208,-15016,6728,-1264,-184,-237
0,-656,16552,2320,-84,215,-108
1,5556,11236,8908,-1408,-385,218
2,2024,-16456,1668,-1200,-565,-161
3,-1740,-15284,5696,3904,194,240
4,332,15704,3664,-2192,408,166
5,-6512,-14048,5868,-1808,-441,252
6,-1840,-15028,6676,-1216,-253,-255
0,-860,16592,2140,-55,125,-98
1,5240,11440,8664,-1440,-563,168
2,1980,-16200,1804,-1184,-738,-6
3,-1716,-15140,5976,3776,67,430
4,868,15784,3932,-2176,189,-12
5,-6576,-14140,6000,-1776,-474,470
6,-1884,-15028,6944,-1264,-316,-139
0,-744,16352,2096,-130,33,-48
1,5492,11392,8744,-1376,-453,122
2,2176,-16412,1856,-1216,-584,-1
3,-1704,-15640,5940,3792,286,358
4,600,15884,3320,-2192,340,-24
5,-6484,-14356,5868,-1776,-288,453
6,-1656,-14916,6560,-1232,-124,-55
0,-760,16580,2172,28,-48,-61
1,5344,11472,8564,-1408,-598,120
2,2084,-16404,2040,-1168,-632,89
3,-1700,-15336,5992,3712,269,391
4,664,15840,4100,-2224,163,-78
5,-6524,-14292,5996,-1760,-287,551
6,-1908,-14992,6624,-1200,-165,43
0,-704,16564,2192,-99,-75,-90
1,5348,11520,8788,-1408,-618,4
2,2112,-16400,1844,-1184,-643,114
3,-1772,-15392,6120,3824,241,427
4,728,15924,3732,-2192,270,-247
5,-6408,-14344,6192,-1792,-287,583
6,-1656,-14892,6604,-1232,-195,89
0,-724,16580,1996,-130,-127,-158
1,5296,11360,8660,-1392,-675,81
2,2036,-16296,1812,-1216,-745,81
3,-1808,-15280,6004,3840,127,492
4,824,15752,3856,-2192,89,-11
5,-6556,-14320,6220,-1760,-358,548
6,-1916,-15032,6772,-1264,-258,22
0,-672,16428,2080,-195,-45,-153
1,5512,11300,8812,-1424,-594,107
2,1988,-16416,1684,-1184,-689,-10
3,-1824,-15528,6008,3872,242,430
4,724,15740,3444,-2176,256,-65
5,-6644,-14244,6092,-1792,-234,413
