1,11672,-3464,9992,-1776,355,679
2,2276,-11404,12348,-1568,-1344,827
3,-2884,-9616,13544,3792,1545,1198
4,-4236,-8904,12704,-2032,788,1460
5,-8020,-6484,14668,-2160,1174,-320
6,-3936,-9124,14392,-1696,1422,740
0,-5564,-1056,19504,522,824,178
1,11488,-3232,9976,-1776,508,706
2,2500,-11264,12648,-1584,-1295,857
3,-3184,-9340,13632,3872,1819,1222
4,-4476,-8700,12816,-1984,1011,2148
5,-8016,-6244,14968,-2128,1329,-607
6,-3932,-9088,14516,-1664,1767,602
0,-5696,-900,19452,966,908,113
1,11404,-3044,9924,-1792,435,665
2,2732,-11348,12608,-1568,-1239,1029
3,-3140,-9236,13632,3824,2128,1264
4,-4712,-8652,12884,-2000,1145,2372
5,-8144,-6024,14896,-2128,1448,-859
6,-3944,-8896,14656,-1648,1983,587
0,-5892,-704,19384,1290,897,41
1,11392,-3020,10072,-1792,335,478
2,2524,-11120,12588,-1600,-1140,1114
3,-3092,-9108,13592,3728,2324,1218
4,-4800,-8644,13144,-1984,1202,2272
5,-7996,-6016,14980,-2160,1450,-1184
6,-3920,-8720,14648,-1696,2027,488
0,-5828,-544,19252,1506,736,42
1,11232,-2988,10080,-1776,262,419
2,2056,-10988,12416,-1568,-1320,855
3,-3300,-8824,13700,3792,2220,1110
4,-4836,-8520,13720,-2000,1236,2017
5,-7864,-5900,15260,-2160,1113,-1248
6,-3940,-8560,14700,-1680,1866,315
0,-5760,-288,19336,1567,596,-18
1,11364,-2916,9920,-1776,128,322
2,2420,-10868,12588,-1568,-1609,619
3,-3180,-8632,13684,3824,1992,845
4,-4972,-8412,14012,-1984,1225,1565
5,-7828,-5900,15180,-2160,1039,-1157
6,-3888,-8488,14520,-1648,1716,394
0,-5620,40,19128,1118,398,-217
1,11264,-2944,9940,-1776,130,506
2,3060,-10868,13168,-1568,-1082,666
3,-3328,-8480,13644,3872,1647,1020
4,-4688,-8300,13876,-2016,1039,1252
5,-7824,-5592,15084,-2112,935,-815
6,-4416,-8452,14580,-1664,1516,493
0,-5664,-176,19324,544,367,-255
1,11248,-2956,9828,-1792,105,624
2,2144,-10936,12616,-1616,-910,876
3,-3344,-8648,13820,3824,1383,863
4,-4916,-8436,13456,-2000,900,1023
5,-7820,-5844,15200,-2160,609,-697
6,-4264,-8464,14772,-1680,1197,465
0,-5900,-400,19396,622,296,-300
1,11096,-2956,10052,-1776,-46,403
2,2108,-11280,12796,-1584,-1197,418
3,-3508,-8656,13684,3824,1017,795
4,-4768,-8364,13604,-1968,857,835
5,-7648,-5864,15232,-2144,247,-531
6,-4312,-8512,14612,-1712,911,307
0,-5720,-392,19384,689,131,-228
1,11280,-3144,10036,-1792,-123,149
2,2192,-11304,12584,-1568,-1197,326
3,-3428,-8744,13800,3792,817,678
4,-4556,-8336,13416,-1984,814,690
5,-7692,-5792,15276,-2176,125,-417
6,-4124,-8476,14700,-1680,810,295
0,-5400,-420,19592,683,159,-130
1,11452,-3020,10080,-1808,-60,280
2,2752,-11212,12092,-1600,-1485,348
3,-3216,-8816,13652,3792,559,778
4,-4504,-8356,13492,-1952,841,717
5,-7700,-5612,15464,-2144,108,-92
6,-3904,-8424,14888,-1680,871,626
0,-5448,-448,19480,921,408,-167
1,11628,-3132,10164,-1760,-197,534
2,2856,-11712,12748,-1520,-1852,537
3,-3460,-8720,13760,3776,290,1044
4,-4548,-8372,13336,-2000,846,860
5,-7632,-5880,15268,-2128,105,97
6,-4164,-8512,14820,-1664,992,886
0,-5652,-524,19428,1081,550,-205
1,11448,-3056,9864,-1744,-368,467
2,2524,-11796,13024,-1600,-1452,767
3,-3568,-8896,13932,3792,172,951
4,-4772,-8420,13324,-2016,877,875
5,-7864,-5588,15376,-2128,114,26
6,-4344,-8428,14836,-1680,1130,826
0,-5736,-484,19460,1222,592,-145
1,11388,-3140,10076,-1776,-549,399
2,1968,-11364,12356,-1584,-1079,959
3,-3644,-8972,13676,3824,569,754
4,-4928,-8488,13224,-1968,952,853
5,-7808,-5748,15184,-2160,64,-213
6,-4408,-8448,14744,-1728,1296,596
0,-5996,-380,19244,1368,651,-68
1,11492,-2980,9836,-1760,-1025,126
2,1616,-11268,12076,-1584,-1146,682
3,-3564,-8724,13464,3824,743,359
4,-4944,-8396,13228,-2016,959,769
5,-7760,-5684,15208,-2128,-128,-429
6,-4328,-8268,14884,-1680,1200,239
0,-5880,-312,19192,1310,559,1
1,11300,-2816,9480,-1808,-1650,-548
2,1968,-11256,12764,-1552,-1240,261
3,-3320,-8656,13820,3760,542,73
4,-5076,-8252,13424,-2000,1020,567
5,-7812,-5620,15448,-2128,-336,-378
6,-4512,-8336,14800,-1696,908,228
0,-5952,-24,19156,1145,280,-61
1,11164,-2984,10232,-1776,-1546,-400
2,2676,-11308,12980,-1584,-845,334
3,-3628,-8464,13796,3792,198,-109
4,-5104,-8240,13704,-1952,947,552
5,-7540,-5528,15212,-2128,-448,-323
6,-4428,-8128,14752,-1712,734,63
0,-5920,0,19196,860,148,-90
1,11500,-2796,9868,-1776,-1433,-523
2,1976,-11232,12636,-1600,-953,332
3,-3484,-8444,13840,3776,175,230
4,-4788,-8144,13676,-2000,899,488
5,-7708,-5364,15264,-2128,-587,-168
6,-4244,-7896,14696,-1680,328,47
0,-5700,184,19380,793,133,-120
1,11168,-2876,10560,-1776,-1240,-424
2,2280,-10992,12608,-1536,-1155,89
3,-3340,-8468,13868,3824,-67,424
