1,3180,13400,7080,-1440,359,-111
2,5016,14060,8880,-1120,-1073,-39
3,-500,-14040,8904,4320,763,125
4,-3052,15088,5692,1312,152,57
5,-4936,-11824,11852,-1392,-99,-78
6,-1580,-10440,13384,1120,208,-106
0,104,16936,1776,448,243,104
1,3024,13936,6876,-1440,168,-44
2,4984,14484,8712,-1120,-1476,464
3,-180,-13812,9128,4224,515,125
4,-3264,15124,6000,1344,383,-266
5,-4844,-11760,12024,-1392,-357,66
6,-1984,-10476,13452,1104,69,-116
0,148,17012,2020,71,352,-177
1,3320,13776,6608,-1440,-425,181
2,4452,14272,9128,-1136,-1171,637
3,-324,-13888,9152,4352,34,6
4,-3116,14988,6056,1312,617,-352
5,-4812,-12152,11900,-1408,-676,277
6,-1992,-10384,13660,1088,29,100
0,-68,16560,1732,-343,361,-282
1,3040,13700,6684,-1456,-645,320
2,4560,13960,8688,-1136,-1011,466
3,-64,-14040,8860,4256,20,293
4,-3356,14876,5752,1328,548,-266
5,-4952,-12200,11524,-1408,-533,515
6,-1912,-10208,13500,1152,-215,204
0,-264,16084,1864,-239,-4,-182
1,3416,13076,6872,-1456,-605,63
2,3692,13192,9160,-1120,-1183,116
3,-312,-14056,8652,4352,226,411
4,-3228,14868,5464,1328,428,125
5,-5208,-12328,11624,-1392,-262,581
6,-1644,-10420,13368,1136,-269,151
0,-48,15844,1848,70,-290,210
1,3660,13056,6860,-1456,-161,15
2,3956,13240,9236,-1088,-843,-447
3,-356,-14148,8732,4288,539,401
4,-3168,14936,5668,1312,220,396
5,-5044,-12224,11576,-1344,18,401
6,-1824,-10488,13572,1088,-333,-13
0,-112,16400,1892,257,-435,335
1,3240,13644,6708,-1456,-67,43
2,4580,13904,8972,-1136,-969,-593
3,-84,-14148,8948,4368,634,613
4,-3260,14992,5816,1344,198,469
5,-4816,-12000,11760,-1376,60,548
6,-1880,-10648,13456,1104,-201,-30
0,204,17044,1992,123,-338,178
1,2932,13628,6740,-1424,-566,-59
2,4980,14292,8936,-1104,-1182,-113
3,-736,-13696,8880,4256,82,506
4,-3136,15144,5996,1312,454,171
5,-4880,-11604,12172,-1392,-626,647
6,-1768,-10612,13588,1104,-222,-131
0,448,17008,2020,-367,201,-171
1,3064,13632,7112,-1488,-696,194
2,5280,14032,9240,-1104,-1269,422
3,-372,-14112,8964,4256,-153,201
4,-2980,15040,5732,1328,599,-356
5,-4776,-11856,11812,-1360,-768,383
6,-2096,-10784,13556,1120,-223,-90
0,188,16668,1852,-455,466,-530
1,3520,13684,6936,-1456,-1090,386
2,5300,13928,9120,-1072,-1278,1068
3,-364,-14300,8900,4368,-270,115
4,-3104,14964,5968,1328,584,-761
5,-4976,-12292,11960,-1408,-793,473
6,-2068,-10716,13428,1088,-36,120
0,144,16340,1856,-426,619,-717
1,3220,13296,6844,-1456,-925,512
2,4176,13276,9140,-1104,-1457,1154
3,-224,-14084,8672,4224,-44,90
4,-3168,15000,5520,1328,616,-763
5,-5124,-12320,11180,-1392,-601,328
6,-1768,-10928,13620,1136,84,98
0,-312,15532,1980,-58,260,-236
1,3420,12888,6824,-1456,-333,349
2,3312,12392,10164,-1136,-823,219
3,-28,-14356,8516,4352,579,351
4,-3272,14900,5376,1344,342,97
5,-5184,-12780,11204,-1376,131,311
6,-1832,-10560,13280,1120,76,-98
0,-360,15900,1776,497,-437,250
1,3180,13124,6756,-1456,188,-284
2,3892,13492,9152,-1072,-612,-567
3,-208,-14056,8632,4304,948,669
4,-3180,14968,5848,1344,221,614
5,-4964,-12052,11728,-1408,382,378
6,-1900,-10320,13408,1088,-10,-210
0,80,16664,2144,518,-569,329
1,4084,13848,6500,-1424,-13,-21
2,4820,14016,9248,-1136,-671,-612
3,-232,-13780,8968,4256,675,668
4,-3344,15088,5916,1328,338,347
5,-5016,-11652,12112,-1392,-20,462
6,-2108,-10408,13672,1104,-178,-235
0,380,16904,2020,152,-170,19
1,3880,13528,6728,-1472,-424,104
2,5112,14124,8952,-1120,-683,144
3,-636,-13968,8876,4320,180,278
4,-3028,15240,5872,1344,453,-51
5,-5176,-11912,12008,-1392,-498,393
6,-2128,-10532,13604,1088,-182,-68
0,272,16772,2008,-101,308,-216
1,3648,13644,7116,-1440,-625,514
2,4636,13824,9420,-1120,-869,322
3,-332,-14272,8908,4304,116,170
4,-3136,15080,5876,1344,560,-422
5,-5112,-12156,11680,-1376,-497,276
6,-2092,-10516,13616,1152,-141,-108
0,-112,16640,1880,-126,298,-361
1,3044,13564,6912,-1488,-751,374
2,4800,14000,9244,-1104,-753,663
3,-332,-14244,8880,4304,159,343
4,-3244,14936,5812,1312,596,-408
5,-5092,-12264,11684,-1392,-389,435
6,-2220,-10508,13676,1104,-160,-27
0,-112,16324,2016,-116,261,-427
1,3116,13232,6956,-1488,-653,443
2,4004,13392,8956,-1120,-1079,475
3,-496,-14088,8620,4320,378,359
4,-2908,14888,5716,1312,574,-453
5,-5292,-12148,11652,-1376,-218,291
6,-2008,-10752,13676,1088,-100,151
0,-128,15952,2088,178,207,-304
1,3548,12912,7184,-1440,-256,658
2,4064,12696,10092,-1088,-1176,11
3,-260,-14508,8596,4320,826,241
4,-3220,14856,5564,1328,414,-204
5,-5240,-12596,11344,-1360,265,127
6,-1928,-10652,13436,1120,-75,92
0,-440,15724,1828,553,-70,153
1,2796,13164,6804,-1456,139,263
2,3836,12724,10452,-1088,33,-253
3,-200,-14120,8584,4320,1174,519
4,-3216,15040,5860,1328,249,304
5,-5052,-12044,11556,-1392,459,211
6,-1832,-10776,13564,1120,-44,-10
0,88,16740,2152,728,-335,298
1,2948,13192,7112,-1488,124,18
2,4344,14496,8368,-1120,-518,-374
3,-708,-13652,8808,4352,675,233
4,-2928,15344,6152,1360,376,320
5,-4836,-11460,12148,-1376,-112,206
6,-2040,-10912,13608,1120,110,-138
0,272,17224,1836,248,96,-31
1,2828,14116,6612,-1424,-320,291
2,5484,14532,8768,-1120,-842,229
3,-132,-13896,9240,4400,200,232
4,-3400,15124,5820,1296,594,-176
5,-4648,-11908,11960,-1376,-388,440
6,-1976,-10516,13392,1136,189,-114
0,-24,17012,1760,-176,162,-461
1,3180,14268,6328,-1456,-945,401
2,5024,14420,8760,-1088,-1275,637
3,56,-13896,9160,4288,-73,544
4,-3240,15112,5820,1344,649,-298
5,-4628,-12064,11964,-1344,-538,807
6,-1892,-10192,13500,1120,-30,-116
0,76,16616,1828,-401,118,-687
1,2784,13496,6776,-1440,-1159,496
2,4556,13516,9624,-1104,-1136,573
3,-216,-13908,8872,4256,-53,662
4,-3096,15064,5508,1360,708,-176
5,-4932,-12292,11636,-1376,-417,766
6,-2144,-10420,13580,1136,-291,-158
0,-224,15836,1852,-270,-128,-456
1,3108,12840,6864,-1456,-928,358
2,3144,12964,9020,-1120,-1169,96
3,-396,-14392,8492,4352,292,783
4,-3176,14832,5128,1344,535,61
5,-5452,-12652,11568,-1392,-12,696
6,-2092,-10556,13528,1088,-274,17
0,-160,15672,1800,333,-458,87
1,2912,12692,7308,-1472,-246,-34
